Id,Predicted
2198,neutral
2199,neutral
2200,neutral
2201,neutral
2202,neutral
2203,neutral
2204,joy
2205,joy
2206,neutral
2207,joy
2208,joy
2209,neutral
2210,neutral
2211,joy
2212,neutral
2213,neutral
2214,neutral
2215,neutral
2216,neutral
2217,joy
2218,neutral
2219,joy
2220,joy
2221,neutral
2222,neutral
2223,joy
2224,joy
2225,neutral
2226,neutral
2227,neutral
2228,neutral
2229,neutral
2230,neutral
2231,neutral
2232,neutral
2233,neutral
2234,neutral
2235,neutral
2236,neutral
2237,neutral
2238,neutral
2239,neutral
2240,neutral
2241,joy
2242,joy
2243,neutral
2244,neutral
2245,neutral
2246,neutral
2247,neutral
2248,neutral
2249,neutral
2250,neutral
2251,neutral
2252,neutral
2253,neutral
2254,neutral
2255,neutral
2256,neutral
2257,neutral
2258,neutral
2259,neutral
2260,neutral
2261,neutral
2262,neutral
2263,neutral
2264,neutral
2265,joy
2266,neutral
2267,neutral
2268,neutral
2269,joy
2270,joy
2271,joy
2272,neutral
2273,neutral
2274,neutral
2275,neutral
2276,neutral
2277,joy
2278,neutral
2279,neutral
2280,neutral
2281,neutral
2282,neutral
2283,neutral
2284,neutral
2285,neutral
2286,neutral
2287,neutral
2288,neutral
2289,neutral
2290,neutral
2291,neutral
2292,neutral
2293,neutral
2294,joy
2295,neutral
2296,joy
2297,joy
2298,joy
2299,neutral
2300,neutral
2301,neutral
2302,joy
2303,neutral
2304,neutral
2305,joy
2306,neutral
2307,neutral
2308,neutral
2309,neutral
2310,neutral
2311,neutral
2312,neutral
2313,neutral
2314,neutral
2315,neutral
2316,neutral
2317,neutral
2318,neutral
2319,neutral
2320,neutral
2321,neutral
2322,neutral
2323,joy
2324,neutral
2325,neutral
2326,joy
2327,neutral
2328,joy
2329,joy
2330,joy
2331,neutral
2332,neutral
2333,joy
2334,neutral
2335,neutral
2336,neutral
2337,joy
2338,joy
2339,neutral
2340,joy
2341,neutral
2342,neutral
2343,joy
2344,neutral
2345,joy
2346,joy
2347,neutral
2348,joy
2349,neutral
2350,neutral
2351,neutral
2352,neutral
2353,neutral
2354,neutral
2355,neutral
2356,joy
2357,neutral
2358,neutral
2359,neutral
2360,neutral
2361,joy
2362,neutral
2363,joy
2364,neutral
2365,joy
2366,neutral
2367,neutral
2368,neutral
2369,neutral
2370,neutral
2371,neutral
2372,neutral
2373,neutral
2374,neutral
2375,neutral
2376,joy
2377,neutral
2378,neutral
2379,neutral
2380,neutral
2381,neutral
2382,neutral
2383,joy
2384,neutral
2385,neutral
2386,neutral
2387,neutral
2388,joy
2389,neutral
2390,neutral
2391,neutral
2392,neutral
2393,neutral
2394,neutral
2395,neutral
2396,neutral
2397,neutral
2398,neutral
2399,neutral
2400,neutral
2401,neutral
2402,neutral
2403,joy
2404,joy
2405,joy
2406,joy
2407,neutral
2408,neutral
2409,neutral
2410,neutral
2411,neutral
2412,neutral
2413,neutral
2414,neutral
2415,neutral
2416,neutral
2417,neutral
2418,neutral
2419,neutral
2420,neutral
2421,neutral
2422,neutral
2423,neutral
2424,joy
2425,neutral
2426,neutral
2427,neutral
2428,neutral
2429,neutral
2430,neutral
2431,neutral
2432,neutral
2433,neutral
2434,neutral
2435,neutral
2436,neutral
2437,joy
2438,neutral
2439,neutral
2440,joy
2441,neutral
2442,neutral
2443,neutral
2444,neutral
2445,neutral
2446,neutral
2447,neutral
2448,neutral
2449,neutral
2450,neutral
2451,neutral
2452,neutral
2453,joy
2454,neutral
2455,neutral
2456,neutral
2457,joy
2458,neutral
2459,neutral
2460,neutral
2461,neutral
2462,neutral
2463,neutral
2464,neutral
2465,joy
2466,neutral
2467,neutral
2468,neutral
2469,neutral
2470,neutral
2471,neutral
2472,neutral
2473,neutral
2474,neutral
2475,neutral
2476,neutral
2477,neutral
2478,neutral
2479,neutral
2480,neutral
2481,neutral
2482,neutral
2483,joy
2484,neutral
2485,neutral
2486,neutral
2487,neutral
2488,neutral
2489,neutral
2490,neutral
2491,joy
2492,neutral
2493,neutral
2494,neutral
2495,neutral
2496,neutral
2497,neutral
2498,neutral
2499,neutral
2500,neutral
2501,joy
2502,neutral
2503,joy
2504,neutral
2505,joy
2506,neutral
2507,neutral
2508,neutral
2509,neutral
2510,joy
2511,joy
2512,neutral
2513,neutral
2514,neutral
2515,joy
2516,neutral
2517,neutral
2518,neutral
2519,neutral
2520,joy
2521,neutral
2522,joy
2523,neutral
2524,neutral
2525,neutral
2526,joy
2527,joy
2528,neutral
2529,neutral
2530,joy
2531,neutral
2532,neutral
2533,neutral
2534,neutral
2535,joy
2536,neutral
2537,joy
2538,joy
2539,neutral
2540,joy
2541,joy
2542,neutral
2543,neutral
2544,neutral
2545,neutral
2546,neutral
2547,neutral
2548,neutral
2549,joy
2550,neutral
2551,neutral
2552,neutral
2553,joy
2554,neutral
2555,joy
2556,neutral
2557,neutral
2558,neutral
2559,neutral
2560,neutral
2561,neutral
2562,neutral
2563,joy
2564,joy
2565,neutral
2566,neutral
2567,neutral
2568,neutral
2569,neutral
2570,neutral
2571,neutral
2572,neutral
2573,joy
2574,neutral
2575,joy
2576,neutral
2577,neutral
2578,neutral
2579,joy
2580,neutral
2581,neutral
2582,neutral
2583,joy
2584,neutral
2585,joy
2586,neutral
2587,neutral
2588,joy
2589,neutral
2590,joy
2591,neutral
2592,joy
2593,joy
2594,neutral
2595,neutral
2596,neutral
2597,neutral
2598,neutral
2599,joy
2600,neutral
2601,neutral
2602,neutral
2603,neutral
2604,neutral
2605,neutral
2606,neutral
2607,neutral
2608,neutral
2609,neutral
2610,neutral
2611,neutral
2612,neutral
2613,joy
2614,joy
2615,joy
2616,joy
2617,neutral
2618,neutral
2619,neutral
2620,neutral
2621,neutral
2622,neutral
2623,joy
2624,neutral
2625,neutral
2626,neutral
2627,neutral
2628,neutral
2629,neutral
2630,neutral
2631,neutral
2632,neutral
2633,neutral
2634,neutral
2635,joy
2636,neutral
2637,neutral
2638,neutral
2639,neutral
2640,neutral
2641,joy
2642,neutral
2643,joy
2644,neutral
2645,joy
2646,neutral
2647,joy
2648,neutral
2649,neutral
2650,neutral
2651,neutral
2652,neutral
2653,neutral
2654,neutral
2655,neutral
2656,neutral
2657,neutral
2658,neutral
2659,neutral
2660,neutral
2661,neutral
2662,neutral
2663,neutral
2664,neutral
2665,neutral
2666,neutral
2667,neutral
2668,neutral
2669,neutral
2670,neutral
2671,neutral
2672,joy
2673,neutral
2674,neutral
2675,joy
2676,neutral
2677,neutral
2678,joy
2679,neutral
2680,neutral
2681,neutral
2682,neutral
2683,neutral
2684,joy
2685,joy
2686,joy
2687,joy
2688,neutral
2689,neutral
2690,neutral
2691,neutral
2692,neutral
2693,neutral
2694,joy
2695,joy
2696,neutral
2697,neutral
2698,neutral
2699,neutral
2700,joy
2701,neutral
2702,neutral
2703,neutral
2704,neutral
2705,neutral
2706,neutral
2707,neutral
2708,joy
2709,neutral
2710,neutral
2711,neutral
2712,neutral
2713,neutral
2714,neutral
2715,neutral
2716,neutral
2717,neutral
2718,neutral
2719,neutral
2720,neutral
2721,neutral
2722,neutral
2723,neutral
2724,neutral
2725,neutral
2726,neutral
2727,neutral
2728,neutral
2729,neutral
2730,neutral
2731,neutral
2732,neutral
2733,neutral
2734,joy
2735,neutral
2736,joy
2737,neutral
2738,neutral
2739,neutral
2740,neutral
2741,neutral
2742,neutral
2743,joy
2744,joy
2745,neutral
2746,neutral
2747,neutral
2748,joy
2749,neutral
2750,neutral
2751,neutral
2752,neutral
2753,neutral
2754,neutral
2755,neutral
2756,neutral
2757,neutral
2758,neutral
2759,neutral
2760,neutral
2761,neutral
2762,neutral
2763,neutral
2764,neutral
2765,neutral
2766,neutral
2767,joy
2768,neutral
2769,joy
2770,joy
2771,neutral
2772,joy
2773,neutral
2774,neutral
2775,neutral
2776,neutral
2777,neutral
2778,joy
2779,neutral
2780,joy
2781,neutral
2782,neutral
2783,neutral
2784,neutral
2785,neutral
2786,neutral
2787,neutral
2788,neutral
2789,neutral
2790,joy
2791,joy
2792,neutral
2793,joy
2794,neutral
2795,neutral
2796,neutral
2797,neutral
2798,neutral
2799,neutral
2800,neutral
2801,neutral
2802,neutral
2803,neutral
2804,neutral
2805,neutral
2806,neutral
2807,neutral
2808,neutral
2809,neutral
2810,neutral
2811,joy
2812,neutral
2813,joy
2814,neutral
2815,joy
2816,neutral
2817,neutral
2818,neutral
2819,neutral
2820,neutral
2821,neutral
2822,neutral
2823,neutral
2824,neutral
2825,neutral
2826,neutral
2827,neutral
2828,neutral
2829,neutral
2830,neutral
2831,neutral
2832,neutral
2833,neutral
2834,neutral
2835,neutral
2836,neutral
2837,joy
2838,joy
2839,neutral
2840,joy
2841,neutral
2842,neutral
2843,neutral
2844,joy
2845,neutral
2846,neutral
2847,neutral
2848,neutral
2849,neutral
2850,neutral
2851,neutral
2852,neutral
2853,joy
2854,joy
2855,joy
2856,neutral
2857,neutral
2858,joy
2859,neutral
2860,neutral
2861,neutral
2862,neutral
2863,neutral
2864,neutral
2865,neutral
2866,neutral
2867,neutral
2868,neutral
2869,neutral
2870,neutral
2871,neutral
2872,neutral
2873,neutral
2874,neutral
2875,neutral
2876,neutral
2877,neutral
2878,neutral
2879,joy
2880,neutral
2881,neutral
2882,neutral
2883,neutral
2884,neutral
2885,neutral
2886,neutral
2887,joy
2888,neutral
2889,neutral
2890,neutral
2891,neutral
2892,joy
2893,joy
2894,neutral
2895,neutral
2896,neutral
2897,neutral
2898,neutral
2899,joy
2900,neutral
2901,neutral
2902,neutral
2903,joy
2904,joy
2905,neutral
2906,joy
2907,neutral
2908,joy
2909,joy
2910,joy
2911,neutral
2912,neutral
2913,neutral
2914,neutral
2915,neutral
2916,neutral
2917,joy
2918,neutral
2919,joy
2920,neutral
2921,neutral
2922,neutral
2923,neutral
2924,neutral
2925,neutral
2926,neutral
2927,joy
2928,joy
2929,joy
2930,joy
2931,joy
2932,joy
2933,neutral
2934,neutral
2935,neutral
2936,neutral
2937,joy
2938,neutral
2939,neutral
2940,neutral
2941,neutral
2942,neutral
2943,neutral
2944,neutral
2945,neutral
2946,neutral
2947,neutral
2948,neutral
2949,neutral
2950,neutral
2951,neutral
2952,neutral
2953,joy
2954,joy
2955,neutral
2956,neutral
2957,neutral
2958,neutral
2959,neutral
2960,neutral
2961,neutral
2962,joy
2963,neutral
2964,joy
2965,neutral
2966,neutral
2967,neutral
2968,neutral
2969,neutral
2970,neutral
2971,neutral
2972,neutral
2973,joy
2974,neutral
2975,neutral
2976,neutral
2977,neutral
2978,joy
2979,neutral
2980,neutral
2981,neutral
2982,neutral
2983,neutral
2984,neutral
2985,joy
2986,joy
2987,neutral
2988,neutral
2989,neutral
2990,neutral
2991,neutral
2992,neutral
2993,joy
2994,neutral
2995,neutral
2996,neutral
2997,neutral
2998,neutral
2999,neutral
3000,neutral
3001,neutral
3002,neutral
3003,neutral
3004,neutral
3005,neutral
3006,neutral
3007,neutral
3008,joy
3009,joy
3010,neutral
3011,neutral
3012,neutral
3013,neutral
3014,neutral
3015,neutral
3016,neutral
3017,joy
3018,neutral
3019,neutral
3020,neutral
3021,neutral
3022,neutral
3023,neutral
3024,neutral
3025,neutral
3026,neutral
3027,neutral
3028,neutral
3029,neutral
3030,neutral
3031,neutral
3032,neutral
3033,neutral
3034,joy
3035,neutral
3036,neutral
3037,neutral
3038,neutral
3039,neutral
3040,neutral
3041,neutral
3042,neutral
3043,neutral
3044,neutral
3045,neutral
3046,neutral
3047,neutral
3048,neutral
3049,neutral
3050,neutral
3051,neutral
3052,neutral
3053,neutral
3054,neutral
3055,joy
3056,joy
3057,joy
3058,joy
3059,neutral
3060,neutral
3061,neutral
3062,neutral
3063,neutral
3064,neutral
3065,neutral
3066,neutral
3067,neutral
3068,neutral
3069,neutral
3070,neutral
3071,neutral
3072,neutral
3073,neutral
3074,neutral
3075,neutral
3076,neutral
3077,joy
3078,neutral
3079,joy
3080,neutral
3081,neutral
3082,neutral
3083,joy
3084,neutral
3085,neutral
3086,neutral
3087,neutral
3088,neutral
3089,joy
3090,neutral
3091,joy
3092,neutral
3093,neutral
3094,neutral
3095,joy
3096,neutral
3097,neutral
3098,joy
3099,neutral
3100,neutral
3101,neutral
3102,neutral
3103,neutral
3104,neutral
3105,neutral
3106,neutral
3107,neutral
3108,neutral
3109,neutral
3110,neutral
3111,neutral
3112,joy
3113,neutral
3114,neutral
3115,neutral
3116,neutral
3117,joy
3118,neutral
3119,joy
3120,neutral
3121,neutral
3122,neutral
3123,joy
3124,neutral
3125,neutral
3126,neutral
3127,neutral
3128,neutral
3129,neutral
3130,neutral
3131,neutral
3132,neutral
3133,neutral
3134,neutral
3135,neutral
3136,joy
3137,neutral
3138,neutral
3139,neutral
3140,neutral
3141,neutral
3142,neutral
3143,neutral
3144,neutral
3145,neutral
3146,joy
3147,neutral
3148,neutral
3149,neutral
3150,neutral
3151,neutral
3152,neutral
3153,neutral
3154,neutral
3155,neutral
3156,neutral
3157,neutral
3158,neutral
3159,neutral
3160,neutral
3161,joy
3162,joy
3163,joy
3164,joy
3165,neutral
3166,neutral
3167,neutral
3168,neutral
3169,neutral
3170,neutral
3171,neutral
3172,neutral
3173,neutral
3174,neutral
3175,neutral
3176,neutral
3177,neutral
3178,neutral
3179,neutral
3180,neutral
3181,neutral
3182,neutral
3183,neutral
3184,joy
3185,neutral
3186,joy
3187,neutral
3188,neutral
3189,neutral
3190,neutral
3191,neutral
3192,neutral
3193,joy
3194,neutral
3195,neutral
3196,neutral
3197,neutral
3198,neutral
3199,neutral
3200,neutral
3201,neutral
3202,neutral
3203,joy
3204,joy
3205,neutral
3206,neutral
3207,neutral
3208,neutral
3209,joy
3210,neutral
3211,neutral
3212,joy
3213,neutral
3214,neutral
3215,neutral
3216,neutral
3217,neutral
3218,neutral
3219,neutral
3220,neutral
3221,neutral
3222,neutral
3223,neutral
3224,neutral
3225,neutral
3226,neutral
3227,neutral
3228,neutral
3229,joy
3230,neutral
3231,joy
3232,neutral
3233,neutral
3234,neutral
3235,neutral
3236,neutral
3237,neutral
3238,neutral
3239,neutral
3240,neutral
3241,neutral
3242,neutral
3243,neutral
3244,neutral
3245,neutral
3246,neutral
3247,neutral
3248,neutral
3249,neutral
3250,neutral
3251,joy
3252,neutral
3253,neutral
3254,joy
3255,neutral
3256,neutral
3257,neutral
3258,neutral
3259,neutral
3260,neutral
3261,neutral
3262,neutral
3263,neutral
3264,neutral
3265,neutral
3266,neutral
3267,neutral
3268,neutral
3269,neutral
3270,neutral
3271,neutral
3272,neutral
3273,joy
3274,neutral
3275,neutral
3276,joy
3277,neutral
3278,neutral
3279,neutral
3280,joy
3281,neutral
3282,neutral
3283,neutral
3284,neutral
3285,neutral
3286,joy
3287,neutral
3288,neutral
3289,joy
3290,neutral
3291,neutral
3292,neutral
3293,neutral
3294,neutral
3295,joy
